stream,session_window_ist,phase_id,phase_label,n_total,n_valid,n_up,n_down,n_flat,pct_up,pct_down,pct_flat,mean_return_pct,median_return_pct,std_return_pct,low_confidence_flag
WTI_session,europe_midday,2.0,post_ceasefire_complex,43,43,10,21,12,23.25581395348837,48.837209302325576,27.906976744186046,-0.38284719710270054,-0.24997801258570387,1.2566152343484336,False
WTI_session,global_reopen_pre_mcx,2.0,post_ceasefire_complex,41,41,14,17,10,34.146341463414636,41.46341463414634,24.390243902439025,-0.29595233552984784,-0.038150611453904665,2.107529860355872,False
WTI_session,india_midday,2.0,post_ceasefire_complex,43,43,17,19,7,39.53488372093023,44.18604651162791,16.27906976744186,-0.13633153227288444,0.022858526785500377,1.9295230149302303,False
WTI_session,india_morning,2.0,post_ceasefire_complex,42,42,19,14,9,45.23809523809524,33.33333333333333,21.428571428571427,0.026178850429669307,0.23430548255334321,0.766213322661523,False
WTI_session,mcx_open_drive,2.0,post_ceasefire_complex,42,42,10,11,21,23.809523809523807,26.190476190476193,50.0,0.01951845148574219,-0.033694445213758986,0.442582914419185,False
WTI_session,mcx_tail,2.0,post_ceasefire_complex,43,43,16,15,12,37.2093023255814,34.883720930232556,27.906976744186046,-0.07794773104569791,-0.04191649942305852,0.958891261965999,False
WTI_session,other_valid_hours,2.0,post_ceasefire_complex,42,42,13,11,18,30.952380952380953,26.190476190476193,42.857142857142854,0.1461785762653127,0.026079868045637757,0.9382211868928179,False
WTI_session,us_open,2.0,post_ceasefire_complex,86,86,38,29,19,44.18604651162791,33.72093023255814,22.093023255813954,0.11959795331860962,0.14344481395023626,1.4290943870932926,False
WTI_session,us_pre_open,2.0,post_ceasefire_complex,43,43,19,18,6,44.18604651162791,41.86046511627907,13.953488372093023,-0.18139785151345864,0.12866728976932248,2.026884541260666,False
WTI_session,europe_midday,3.0,strong_escalation_op_rising_lion,4,4,3,0,1,75.0,0.0,25.0,0.8734941996284963,0.6695847914485715,1.15472447024825,True
WTI_session,global_reopen_pre_mcx,3.0,strong_escalation_op_rising_lion,4,4,1,3,0,25.0,75.0,0.0,-0.25851371143689433,-0.4184912645735647,0.7304640390320337,True
